其他农产品,电工器材,其他,电器类产品,成品油,塑料制品,家具及其零件,钢材,服装及衣着附件,自动数据处理设备及其零部件,粮食,集成电路,纺织品,汽车及零配件,手机
6128473131,9180799167,1.24396E+11,11458244259,1511162091,7247924879,5111341510,3317480855,16191056866,18621732154,98743154,10186252333,14668312987,6237832114,0
6496803396,9584528700,1.28372E+11,11649819239,1431858842,6939520844,5084195820,3461307440,15209494947,19692131693,117249113,10575363726,13098093955,6904533746,0
6460910293,9178896269,1.29701E+11,11008512998,2034236974,7039358723,5418067037,3626580145,13179253877,19636668686,141910001,10365973668,11614908477,6858010261,0
7350681639,10038013915,1.52148E+11,12282818380,1748006764,8114900707,6584276791,4067765310,12513933209,21207323344,126607344,11117284852,12002714895,7631191554,0
7415220662,11229613424,1.58677E+11,12452704345,2135371155,8580555370,7115065627,4587924010,13905389666,22297353812,140647288,13484492431,12273458966,7538187730,0
6875940030,10895560600,1.47301E+11,11466624775,2250350816,8142887285,6266838894,4674763190,13504885519,19884089645,156223971,10843122940,13055118477,8310324670,0
4619324305,8502127561,1.13733E+11,9301016343,2375206051,5770088774,4237474553,4167122677,10491745237,16005929958,114888339,8865930550,9036008595,7415959716,0
6159609444,9927201331,1.33238E+11,11043243986,3357160751,6764875035,4998548717,6317746174,9217504650,20294047276,172582450,11670560343,9650951169,7921595053,0
6476691761,10779975091,1.46947E+11,11627954425,3541202042,7980043036,5985371350,7393239289,11067907935,19268320618,147868404,11650230718,12133193175,8426517320,0
6708886513,10664070295,1.4848E+11,11374536037,2874064502,8129066799,6020369852,5966023279,12156897306,18801180013,163139177,11205747781,12095531450,8589578706,0
6629204501,11169041360,1.56196E+11,11317136766,3478035658,8299428552,5894933466,8218237448,15134989370,20207052411,164415111,11908591390,12478093107,9208645347,0
6542716258,11422512288,1.5596E+11,11531848892,2607934292,8067714929,5736676986,7490246967,16514231081,21362660570,130240688,13325594615,11646022032,8940097913,0
6881527353,12472412641,1.62127E+11,12231377154,2147288609,8702147792,5911883433,7205996754,17567741561,21016193186,112610830,14181871058,12444682638,10168351349,0
7306798821,12421391977,1.72707E+11,12713289395,2428631050,8749607397,5844474935,7229788656,16683844175,22589418803,117832422,14447012121,12320163663,9139376768,0
7369485575,12212072442,1.67187E+11,12340652997,2454226933,8630005656,6169264088,6791948361,16413301698,23430528495,154889947,13627677576,12421600272,9916945212,0
8281593135,13622678059,1.83875E+11,12486160802,2732611190,9571279949,6661782275,7498626083,15335405935,25089738111,148804496,15576427379,13175482288,10221510382,0
8709461228,14593782060,1.93227E+11,12087334452,2232242122,9726867487,6792121701,8395628848,15892727558,27275098180,180727035,16235629391,14244774221,10069031501,0
8905319620,14155883332,1.67563E+11,15467031859,2683436176,10167177629,7241283753,6816108787,15787827392,21673137637,133434228,14138261977,16550981966,11829647850,13357000000
5046976675,9095630808,1.09028E+11,11148072623,2406738123,5712668621,3944824826,4929841345,9631997309,17656824542,136159739,10965504465,8105300751,9089976452,9843624859
7535730286,12066831653,1.38221E+11,13584989976,3368766838,8148951458,5534703315,6681698055,10195478912,22267045014,114443990,13402113597,11779439091,9647290255,12443000000
7810739379,12897470801,1.39148E+11,14169100399,3633373356,8703124690,6009608756,7086046031,11295830469,18284014118,158370836,11852645071,12223233609,8782382218,10295000000
8620994904,14125224683,1.58682E+11,13547591481,3104234010,9518507162,6283257690,10632801201,15144033879,17739544039,118438995,13118661184,13988731961,10789516859,11014000000
8212030263,15273213312,1.71774E+11,13390050054,3255818277,9818508874,6100252156,11636051433,18026941468,22054908392,180143361,13649878143,13431468209,10881691420,10561000000
8384789991,16578588879,1.73731E+11,14256025657,3553074586,9740006932,5864440487,10687974851,19629166218,21949721461,186965233,12641544664,13494190403,12630967708,8993223861
8142705514,16544806664,1.62417E+11,13929391722,4946169554,9001908418,5425283207,9636712213,18529007915,19508601463,161730370,11828855851,12402812103,13480953379,9007405879
8041870582,16564646985,1.63531E+11,13956680433,5460970822,9211132614,5535448216,6963323080,15970406049,19743619781,143127340,14192602749,11981236396,13167198536,17206000000
8086103883,15390069751,1.49798E+11,12415070572,3882580794,8892451112,5765276048,6764033528,13704219090,19530242840,161975590,13368608086,11303634828,13692981428,15385000000
8590949700,16229023502,1.5094E+11,12516505392,5363879880,9220944046,5882940018,7353624964,13188166199,17996070398,191510274,11064128840,11235869066,14403441132,11025000000
9018039118,16677324743,1.55435E+11,12304171895,6642108095,9464037986,6092796269,7360611129,14293757835,17558753237,179658895,13695335710,10977452970,12849066211,13531000000
7642285742,16042749037,1.47824E+11,12914894296,5340109248,8994085048,6297633957,8151724611,14126767859,14049924209,138670266,8784352104,12190584707,14690504716,14981000000
6679338588,12314628537,1.07111E+11,9745324555,4933932356,5345650487,2962819593,6826024237,7551113426,12641486002,87379931,9843555460,6938325987,12263269682,8702267107
