date,commodity,value
2018-02-01,EA,2065490996.0
2018-03-01,EA,3831695806.0
2018-04-01,EA,3015865952.0
2018-05-01,EA,3699160693.0
2018-06-01,EA,3010510382.0
2018-07-01,EA,2886773779.0
2018-08-01,EA,3401103928.0
2018-09-01,EA,2578808301.0
2018-10-01,EA,2682432422.0
2018-11-01,EA,2931610473.0
2018-12-01,EA,3556592679.0
2019-01-01,EA,2952312507.0
2019-02-01,EA,2113431229.0
2019-03-01,EA,3966528129.0
2019-04-01,EA,3638397384.0
2019-05-01,EA,2685965053.0
2019-06-01,EA,3150556858.0
2019-07-01,EA,3208111520.0
2019-08-01,EA,2396954454.0
2019-09-01,EA,3285105257.0
2019-10-01,EA,2945490218.0
2019-11-01,EA,4142027013.0
2019-12-01,EA,3951560538.0
2020-01-01,EA,3106194454.0
2020-02-01,EA,3078962772.0
2020-03-01,EA,3705093632.0
2020-04-01,EA,3316769894.0
2020-05-01,EA,1257680169.0
2020-06-01,EA,1199766850.0
2020-07-01,EA,1054764153.0
2020-08-01,EA,1511162091.0
2020-09-01,EA,1431858842.0
2020-10-01,EA,2034236974.0
2020-11-01,EA,1748006764.0
2020-12-01,EA,2135371155.0
2021-01-01,EA,2250350816.0
2021-02-01,EA,2375206051.0
2021-03-01,EA,3357160751.0
2021-04-01,EA,3541202042.0
2021-05-01,EA,2874064502.0
2021-06-01,EA,3478035658.0
2021-07-01,EA,2607934292.0
2021-08-01,EA,2147288609.0
2021-09-01,EA,2428631050.0
2021-10-01,EA,2454226933.0
2021-11-01,EA,2732611190.0
2021-12-01,EA,2232242122.0
2022-01-01,EA,2683436176.0
2022-02-01,EA,2406738123.0
2022-03-01,EA,3368766838.0
2022-04-01,EA,3633373356.0
2022-05-01,EA,3104234010.0
2022-06-01,EA,3255818277.0
2022-07-01,EA,3553074586.0
2022-08-01,EA,4946169554.0
2022-09-01,EA,5460970822.0
2022-10-01,EA,3882580794.0
2022-11-01,EA,5363879880.0
2022-12-01,EA,6642108095.0
2023-01-01,EA,5340109248.0
2023-02-01,EA,4933932356.0
2005-01-01,RO,966229000.0
2005-02-01,RO,791743000.0
2005-03-01,RO,1102122000.0
2005-04-01,RO,1192044000.0
2005-05-01,RO,1126180000.0
2005-06-01,RO,1225306000.0
2005-07-01,RO,1198148000.0
2005-08-01,RO,1267812000.0
2005-09-01,RO,1278296000.0
2005-10-01,RO,1234769000.0
2005-11-01,RO,1301867000.0
2005-12-01,RO,1368214000.0
2006-01-01,RO,1303659000.0
2006-02-01,RO,952952000.0
2006-03-01,RO,1442619000.0
2006-04-01,RO,1484487000.0
2006-05-01,RO,1398123000.0
2006-06-01,RO,1460126000.0
2006-07-01,RO,1450574000.0
2006-08-01,RO,1596345000.0
2006-09-01,RO,1553213000.0
2006-10-01,RO,1451046000.0
2006-11-01,RO,1502320000.0
2006-12-01,RO,1524589000.0
2007-01-01,RO,1563504000.0
2007-02-01,RO,1400594000.0
2007-03-01,RO,1275402000.0
2007-04-01,RO,1699893000.0
2007-05-01,RO,1651078000.0
2007-06-01,RO,1783244000.0
2007-07-01,RO,1753198000.0
2007-08-01,RO,1689929000.0
2007-09-01,RO,1596868000.0
2007-10-01,RO,1552362000.0
2007-11-01,RO,1667579000.0
2007-12-01,RO,1691625000.0
2008-01-01,RO,1727606000.0
2008-02-01,RO,1184835000.0
2008-03-01,RO,1597413000.0
2008-04-01,RO,1796272000.0
2008-05-01,RO,1757826000.0
2008-06-01,RO,1697771000.0
2008-07-01,RO,1848708000.0
2008-08-01,RO,1883706000.0
2008-09-01,RO,1868462000.0
2008-10-01,RO,1839543000.0
2008-11-01,RO,2022675000.0
2008-12-01,RO,2281451000.0
2009-01-01,RO,1589892000.0
2009-02-01,RO,868117000.0
2009-03-01,RO,1494005000.0
2009-04-01,RO,1604176000.0
2009-05-01,RO,1572762000.0
2009-06-01,RO,1531710000.0
2009-07-01,RO,1702549000.0
2009-08-01,RO,1644986000.0
2009-09-01,RO,1789776000.0
2009-10-01,RO,1626092000.0
2009-11-01,RO,1727986000.0
2009-12-01,RO,2225091000.0
2010-01-01,RO,1831211346.0
2010-02-01,RO,1559163701.0
2010-03-01,RO,1741343815.0
2010-04-01,RO,2025845881.0
2010-05-01,RO,2272523269.0
2010-06-01,RO,2331262095.0
2010-07-01,RO,2455945107.0
2010-08-01,RO,2308614350.0
2010-09-01,RO,2310609959.0
2010-10-01,RO,2133294174.0
2010-11-01,RO,2511437884.0
2010-12-01,RO,2655548863.0
2011-01-01,RO,2670531996.0
2011-02-01,RO,1429449959.0
2011-03-01,RO,2513800838.0
2011-04-01,RO,2708610499.0
2011-05-01,RO,2751297958.0
2011-06-01,RO,2785100256.0
2011-07-01,RO,3034999177.0
2011-08-01,RO,3106278529.0
2011-09-01,RO,2964246530.0
2011-10-01,RO,2733794100.0
2011-11-01,RO,3476063221.0
2011-12-01,RO,3324111086.0
2012-01-01,RO,2762110958.0
2012-02-01,RO,1720669488.0
2012-03-01,RO,3073482966.0
2012-04-01,RO,3563809152.0
2012-05-01,RO,4278420434.0
2012-06-01,RO,3943914737.0
2012-07-01,RO,4155152486.0
2012-08-01,RO,4053355590.0
2012-09-01,RO,4277084844.0
2012-10-01,RO,3963262997.0
2012-11-01,RO,3461082784.0
2012-12-01,RO,4330175156.0
2013-01-01,RO,3910967940.0
2013-02-01,RO,2828253132.0
2013-03-01,RO,3319018740.0
2013-04-01,RO,4082997178.0
2013-05-01,RO,4422111166.0
2013-06-01,RO,4002252084.0
2013-07-01,RO,4081121126.0
2013-08-01,RO,4092261308.0
2013-09-01,RO,4087034623.0
2013-10-01,RO,4294719452.0
2013-11-01,RO,4564689812.0
2013-12-01,RO,4823143006.0
2014-01-01,RO,5005785811.0
2014-02-01,RO,2233800698.0
2014-03-01,RO,3674272996.0
2014-04-01,RO,4488233309.0
2014-05-01,RO,4544941546.0
2014-06-01,RO,4110422393.0
2014-07-01,RO,4695140854.0
2014-08-01,RO,4642503881.0
2014-09-01,RO,4586256051.0
2014-10-01,RO,4360761551.0
2014-11-01,RO,4467709572.0
2014-12-01,RO,4976518062.0
2015-01-01,RO,4905148385.0
2015-02-01,RO,4095459140.0
2015-03-01,RO,2815781408.0
2015-04-01,RO,4233995998.0
2015-05-01,RO,4542886503.0
2015-06-01,RO,4475793010.0
2015-07-01,RO,4424270013.0
2015-08-01,RO,4593367678.0
2015-09-01,RO,4579750044.0
2015-10-01,RO,4305237735.0
2015-11-01,RO,4548751559.0
2015-12-01,RO,5094693900.0
2016-01-01,RO,4437919929.0
2016-02-01,RO,2783965846.0
2016-03-01,RO,3765791320.0
2016-04-01,RO,4489602198.0
2016-05-01,RO,4630977490.0
2016-06-01,RO,4200561448.0
2016-07-01,RO,4359089436.0
2016-08-01,RO,4625727233.0
2016-09-01,RO,4174831677.0
2016-10-01,RO,4081596944.0
2016-11-01,RO,4493010712.0
2016-12-01,RO,5133253987.0
2017-01-01,RO,4556876930.0
2017-02-01,RO,2452297033.0
2017-03-01,RO,4462153339.0
2017-04-01,RO,4603617292.0
2017-05-01,RO,4930327250.0
2017-06-01,RO,4768608234.0
2017-07-01,RO,4620687657.0
2017-08-01,RO,4607575396.0
2017-09-01,RO,4594919983.0
2017-10-01,RO,4185010890.0
2017-11-01,RO,5035509846.0
2017-12-01,RO,5737284357.0
2018-01-01,RO,4905327037.0
2018-02-01,RO,4242096855.0
2018-03-01,RO,3692746681.0
2018-04-01,RO,4929311236.0
2018-05-01,RO,5331198366.0
2018-06-01,RO,5442002244.0
2018-07-01,RO,5189460295.0
2018-08-01,RO,5250170400.0
2018-09-01,RO,5332812910.0
2018-10-01,RO,4912775531.0
2018-11-01,RO,5709943309.0
2018-12-01,RO,5744233580.0
2019-01-01,RO,5981723010.0
2019-02-01,RO,3099795739.0
2019-03-01,RO,5015879360.0
2019-04-01,RO,5242123405.0
2019-05-01,RO,6011807684.0
2019-06-01,RO,5617222801.0
2019-07-01,RO,6001110007.0
2019-08-01,RO,5890538533.0
2019-09-01,RO,5550519262.0
2019-10-01,RO,5579718230.0
2019-11-01,RO,5951182455.0
2019-12-01,RO,7002928544.0
2020-01-01,RO,6190644791.0
2020-02-01,RO,1445161825.0
2020-03-01,RO,5219893364.0
2020-04-01,RO,5833774688.0
2020-05-01,RO,5990892779.0
2020-06-01,RO,6585181196.0
2020-07-01,RO,7357051488.0
2020-08-01,RO,7247924879.0
2020-09-01,RO,6939520844.0
2020-10-01,RO,7039358723.0
2020-11-01,RO,8114900707.0
2020-12-01,RO,8580555370.0
2021-01-01,RO,8142887285.0
2021-02-01,RO,5770088774.0
2021-03-01,RO,6764875035.0
2021-04-01,RO,7980043036.0
2021-05-01,RO,8129066799.0
2021-06-01,RO,8299428552.0
2021-07-01,RO,8067714929.0
2021-08-01,RO,8702147792.0
2021-09-01,RO,8749607397.0
2021-10-01,RO,8630005656.0
2021-11-01,RO,9571279949.0
2021-12-01,RO,9726867487.0
2022-01-01,RO,10167177629.0
2022-02-01,RO,5712668621.0
2022-03-01,RO,8148951458.0
2022-04-01,RO,8703124690.0
2022-05-01,RO,9518507162.0
2022-06-01,RO,9818508874.0
2022-07-01,RO,9740006932.0
2022-08-01,RO,9001908418.0
2022-09-01,RO,9211132614.0
2022-10-01,RO,8892451112.0
2022-11-01,RO,9220944046.0
2022-12-01,RO,9464037986.0
2023-01-01,RO,8994085048.0
2023-02-01,RO,5345650487.0
2005-01-01,PP,1019993000.0
2005-02-01,PP,805707000.0
2005-03-01,PP,1077127000.0
2005-04-01,PP,1098612000.0
2005-05-01,PP,988619000.0
2005-06-01,PP,1056266000.0
2005-07-01,PP,991413000.0
2005-08-01,PP,1003979000.0
2005-09-01,PP,1023381000.0
2005-10-01,PP,1104459000.0
2005-11-01,PP,1228309000.0
2005-12-01,PP,1329162000.0
2006-01-01,PP,1366393000.0
2006-02-01,PP,914027000.0
2006-03-01,PP,1477881000.0
2006-04-01,PP,1446743000.0
2006-05-01,PP,1316244000.0
2006-06-01,PP,1315491000.0
2006-07-01,PP,1231429000.0
2006-08-01,PP,1328584000.0
2006-09-01,PP,1309604000.0
2006-10-01,PP,1365614000.0
2006-11-01,PP,1528936000.0
2006-12-01,PP,1596681000.0
2007-01-01,PP,1760650000.0
2007-02-01,PP,1579308000.0
2007-03-01,PP,1305932000.0
2007-04-01,PP,1700657000.0
2007-05-01,PP,1609968000.0
2007-06-01,PP,1623521000.0
2007-07-01,PP,1713778000.0
2007-08-01,PP,1770896000.0
2007-09-01,PP,1691402000.0
2007-10-01,PP,1768430000.0
2007-11-01,PP,2054199000.0
2007-12-01,PP,2149464000.0
2008-01-01,PP,2351521000.0
2008-02-01,PP,1525597000.0
2008-03-01,PP,1974957000.0
2008-04-01,PP,2197241000.0
2008-05-01,PP,1972345000.0
2008-06-01,PP,1919395000.0
2008-07-01,PP,1942479000.0
2008-08-01,PP,1842193000.0
2008-09-01,PP,1858163000.0
2008-10-01,PP,1939873000.0
2008-11-01,PP,2251688000.0
2008-12-01,PP,2489916000.0
2009-01-01,PP,2209036000.0
2009-02-01,PP,1116589000.0
2009-03-01,PP,2112365000.0
2009-04-01,PP,1972781000.0
2009-05-01,PP,1859805000.0
2009-06-01,PP,1622751000.0
2009-07-01,PP,1855375000.0
2009-08-01,PP,1788870000.0
2009-09-01,PP,1929940000.0
2009-10-01,PP,1939878000.0
2009-11-01,PP,2294737000.0
2009-12-01,PP,2923069000.0
2010-01-01,PP,2474096589.0
2010-02-01,PP,1989347851.0
2010-03-01,PP,2185052105.0
2010-04-01,PP,2524474465.0
2010-05-01,PP,2792508227.0
2010-06-01,PP,2776540443.0
2010-07-01,PP,2719643766.0
2010-08-01,PP,2485750875.0
2010-09-01,PP,2363059324.0
2010-10-01,PP,2392022911.0
2010-11-01,PP,3031487996.0
2010-12-01,PP,3277846448.0
2011-01-01,PP,3375372772.0
2011-02-01,PP,1658126764.0
2011-03-01,PP,2877186337.0
2011-04-01,PP,3139140058.0
2011-05-01,PP,2869278591.0
2011-06-01,PP,2815954661.0
2011-07-01,PP,2957027542.0
2011-08-01,PP,2898820592.0
2011-09-01,PP,2653176163.0
2011-10-01,PP,2654005713.0
2011-11-01,PP,3692190533.0
2011-12-01,PP,3841444838.0
2012-01-01,PP,3301616539.0
2012-02-01,PP,1827136062.0
2012-03-01,PP,3426921279.0
2012-04-01,PP,3812615415.0
2012-05-01,PP,4473342088.0
2012-06-01,PP,4198302487.0
2012-07-01,PP,4163859224.0
2012-08-01,PP,3745263338.0
2012-09-01,PP,3973795203.0
2012-10-01,PP,4045912676.0
2012-11-01,PP,3539470020.0
2012-12-01,PP,5367686474.0
2013-01-01,PP,5137680377.0
2013-02-01,PP,3203196980.0
2013-03-01,PP,3268372337.0
2013-04-01,PP,4224507641.0
2013-05-01,PP,4323728385.0
2013-06-01,PP,3912321609.0
2013-07-01,PP,3878076570.0
2013-08-01,PP,3548687002.0
2013-09-01,PP,3469430681.0
2013-10-01,PP,4132691687.0
2013-11-01,PP,4622459264.0
2013-12-01,PP,4958090929.0
2014-01-01,PP,5310214097.0
2014-02-01,PP,2017726538.0
2014-03-01,PP,3229799884.0
2014-04-01,PP,3964279932.0
2014-05-01,PP,4099986373.0
2014-06-01,PP,3772173216.0
2014-07-01,PP,4223903881.0
2014-08-01,PP,4132956856.0
2014-09-01,PP,4000073636.0
2014-10-01,PP,4064352410.0
2014-11-01,PP,4623819387.0
2014-12-01,PP,5186997174.0
2015-01-01,PP,5357821191.0
2015-02-01,PP,4324997188.0
2015-03-01,PP,2703764717.0
2015-04-01,PP,3963456434.0
2015-05-01,PP,4426683977.0
2015-06-01,PP,4054258499.0
2015-07-01,PP,3787297711.0
2015-08-01,PP,3677225774.0
2015-09-01,PP,3707176132.0
2015-10-01,PP,3856757072.0
2015-11-01,PP,4287214305.0
2015-12-01,PP,5044509776.0
2016-01-01,PP,4664016707.0
2016-02-01,PP,2580049628.0
2016-03-01,PP,3290041883.0
2016-04-01,PP,3835004419.0
2016-05-01,PP,3893776943.0
2016-06-01,PP,3594317236.0
2016-07-01,PP,3647481704.0
2016-08-01,PP,3756829015.0
2016-09-01,PP,3477125769.0
2016-10-01,PP,3390076608.0
2016-11-01,PP,4094324524.0
2016-12-01,PP,4651995067.0
2017-01-01,PP,4308553361.0
2017-02-01,PP,2115901876.0
2017-03-01,PP,3935634719.0
2017-04-01,PP,4035082872.0
2017-05-01,PP,4260435767.0
2017-06-01,PP,4030689032.0
2017-07-01,PP,3684504069.0
2017-08-01,PP,3647649408.0
2017-09-01,PP,3609040214.0
2017-10-01,PP,3593407328.0
2017-11-01,PP,4333433441.0
2017-12-01,PP,4715939833.0
2018-01-01,PP,4548847474.0
2018-02-01,PP,3618599671.0
2018-03-01,PP,2937250970.0
2018-04-01,PP,4036142119.0
2018-05-01,PP,4417337258.0
2018-06-01,PP,4406676512.0
2018-07-01,PP,3986511894.0
2018-08-01,PP,3980387009.0
2018-09-01,PP,3976836484.0
2018-10-01,PP,4014263545.0
2018-11-01,PP,5002075613.0
2018-12-01,PP,4811007419.0
2019-01-01,PP,5153387195.0
2019-02-01,PP,2449203048.0
2019-03-01,PP,3795632899.0
2019-04-01,PP,4173349338.0
2019-05-01,PP,4576679158.0
2019-06-01,PP,4140493173.0
2019-07-01,PP,4138832653.0
2019-08-01,PP,3955487239.0
2019-09-01,PP,3727443289.0
2019-10-01,PP,3908074343.0
2019-11-01,PP,4436039103.0
2019-12-01,PP,5371773572.0
2020-01-01,PP,4912669281.0
2020-02-01,PP,876277549.0
2020-03-01,PP,3142579528.0
2020-04-01,PP,3700829420.0
2020-05-01,PP,3994603946.0
2020-06-01,PP,4700772679.0
2020-07-01,PP,5281787571.0
2020-08-01,PP,5111341510.0
2020-09-01,PP,5084195820.0
2020-10-01,PP,5418067037.0
2020-11-01,PP,6584276791.0
2020-12-01,PP,7115065627.0
2021-01-01,PP,6266838894.0
2021-02-01,PP,4237474553.0
2021-03-01,PP,4998548717.0
2021-04-01,PP,5985371350.0
2021-05-01,PP,6020369852.0
2021-06-01,PP,5894933466.0
2021-07-01,PP,5736676986.0
2021-08-01,PP,5911883433.0
2021-09-01,PP,5844474935.0
2021-10-01,PP,6169264088.0
2021-11-01,PP,6661782275.0
2021-12-01,PP,6792121701.0
2022-01-01,PP,7241283753.0
2022-02-01,PP,3944824826.0
2022-03-01,PP,5534703315.0
2022-04-01,PP,6009608756.0
2022-05-01,PP,6283257690.0
2022-06-01,PP,6100252156.0
2022-07-01,PP,5864440487.0
2022-08-01,PP,5425283207.0
2022-09-01,PP,5535448216.0
2022-10-01,PP,5765276048.0
2022-11-01,PP,5882940018.0
2022-12-01,PP,6092796269.0
2023-01-01,PP,6297633957.0
2023-02-01,PP,2962819593.0
2005-01-01,FP,943843000.0
2005-02-01,FP,942162000.0
2005-03-01,FP,1358787000.0
2005-04-01,FP,1306885000.0
2005-05-01,FP,1358037000.0
2005-06-01,FP,1401384000.0
2005-07-01,FP,1058538000.0
2005-08-01,FP,914026000.0
2005-09-01,FP,889845000.0
2005-10-01,FP,865600000.0
2005-11-01,FP,964054000.0
2005-12-01,FP,1074992000.0
2006-01-01,FP,1032940000.0
2006-02-01,FP,1066297000.0
2006-03-01,FP,1529264000.0
2006-04-01,FP,1483198000.0
2006-05-01,FP,1888416000.0
2006-06-01,FP,2474336000.0
2006-07-01,FP,2195263000.0
2006-08-01,FP,2493613000.0
2006-09-01,FP,2667549000.0
2006-10-01,FP,2834602000.0
2006-11-01,FP,3048685000.0
2006-12-01,FP,3515488000.0
2007-01-01,FP,2891589000.0
2007-02-01,FP,2941623000.0
2007-03-01,FP,3388840000.0
2007-04-01,FP,4578302000.0
2007-05-01,FP,4182507000.0
2007-06-01,FP,4395038000.0
2007-07-01,FP,4299813000.0
2007-08-01,FP,3948517000.0
2007-09-01,FP,3380595000.0
2007-10-01,FP,3138694000.0
2007-11-01,FP,3216689000.0
2007-12-01,FP,3765705000.0
2008-01-01,FP,3488030000.0
2008-02-01,FP,2754515000.0
2008-03-01,FP,3678380000.0
2008-04-01,FP,4434967000.0
2008-05-01,FP,5470160000.0
2008-06-01,FP,5440229000.0
2008-07-01,FP,7832770000.0
2008-08-01,FP,8792379000.0
2008-09-01,FP,7937697000.0
2008-10-01,FP,5811009000.0
2008-11-01,FP,3901581000.0
2008-12-01,FP,3933305000.0
2009-01-01,FP,2352506000.0
2009-02-01,FP,1762129000.0
2009-03-01,FP,1801911000.0
2009-04-01,FP,1575041000.0
2009-05-01,FP,1344775000.0
2009-06-01,FP,1355225000.0
2009-07-01,FP,1597291000.0
2009-08-01,FP,1660925000.0
2009-09-01,FP,1990754000.0
2009-10-01,FP,2106677000.0
2009-11-01,FP,2191543000.0
2009-12-01,FP,2533019000.0
2010-01-01,FP,2223895903.0
2010-02-01,FP,1933880741.0
2010-03-01,FP,2568755965.0
2010-04-01,FP,3265499773.0
2010-05-01,FP,3962234346.0
2010-06-01,FP,4712156666.0
2010-07-01,FP,4010904641.0
2010-08-01,FP,2726034082.0
2010-09-01,FP,2843389746.0
2010-10-01,FP,2718193461.0
2010-11-01,FP,2941017955.0
2010-12-01,FP,2910948429.0
2011-01-01,FP,3192080197.0
2011-02-01,FP,2482795710.0
2011-03-01,FP,4738137328.0
2011-04-01,FP,4829201723.0
2011-05-01,FP,4987731849.0
2011-06-01,FP,4635364435.0
2011-07-01,FP,4850417861.0
2011-08-01,FP,4598423635.0
2011-09-01,FP,4502227887.0
2011-10-01,FP,4043227066.0
2011-11-01,FP,4459640190.0
2011-12-01,FP,3932649121.0
2012-01-01,FP,3783484881.0
2012-02-01,FP,3193979986.0
2012-03-01,FP,4746299223.0
2012-04-01,FP,4416474478.0
2012-05-01,FP,5002997373.0
2012-06-01,FP,4977172034.0
2012-07-01,FP,4206322015.0
2012-08-01,FP,4069770424.0
2012-09-01,FP,4553424452.0
2012-10-01,FP,4030526690.0
2012-11-01,FP,4293898689.0
2012-12-01,FP,4212747304.0
2013-01-01,FP,4238275428.0
2013-02-01,FP,3640656081.0
2013-03-01,FP,4490346001.0
2013-04-01,FP,4912057842.0
2013-05-01,FP,4894812370.0
2013-06-01,FP,4584489260.0
2013-07-01,FP,4412776714.0
2013-08-01,FP,4936104652.0
2013-09-01,FP,4073044088.0
2013-10-01,FP,4196730142.0
2013-11-01,FP,4262223532.0
2013-12-01,FP,4571249443.0
2014-01-01,FP,5605404628.0
2014-02-01,FP,3684008596.0
2014-03-01,FP,5256383865.0
2014-04-01,FP,6012682181.0
2014-05-01,FP,6371976842.0
2014-06-01,FP,5569393152.0
2014-07-01,FP,6304229713.0
2014-08-01,FP,6027469215.0
2014-09-01,FP,6296093518.0
2014-10-01,FP,6145920297.0
2014-11-01,FP,6653290657.0
2014-12-01,FP,6887030782.0
2015-01-01,FP,6846844567.0
2015-02-01,FP,5252658072.0
2015-03-01,FP,4731419075.0
2015-04-01,FP,5236456275.0
2015-05-01,FP,5329876821.0
2015-06-01,FP,5109899067.0
2015-07-01,FP,5316380887.0
2015-08-01,FP,5142230686.0
2015-09-01,FP,5674030493.0
2015-10-01,FP,4663738151.0
2015-11-01,FP,4618244319.0
2015-12-01,FP,4874195023.0
2016-01-01,FP,4294569127.0
2016-02-01,FP,3476684117.0
2016-03-01,FP,4210135881.0
2016-04-01,FP,4265608438.0
2016-05-01,FP,4710329806.0
2016-06-01,FP,5533495848.0
2016-07-01,FP,5320039840.0
2016-08-01,FP,4874696591.0
2016-09-01,FP,4706799524.0
2016-10-01,FP,4179728407.0
2016-11-01,FP,4538963271.0
2016-12-01,FP,4597192285.0
2017-01-01,FP,4542635734.0
2017-02-01,FP,3521198632.0
2017-03-01,FP,5111671784.0
2017-04-01,FP,4749652312.0
2017-05-01,FP,5033982587.0
2017-06-01,FP,4821944171.0
2017-07-01,FP,4776452763.0
2017-08-01,FP,4703942940.0
2017-09-01,FP,3904693472.0
2017-10-01,FP,3967173835.0
2017-11-01,FP,4434122998.0
2017-12-01,FP,4934269415.0
2018-01-01,FP,4243672776.0
2018-02-01,FP,4211231340.0
2018-03-01,FP,4695294769.0
2018-04-01,FP,5465136880.0
2018-05-01,FP,5936569771.0
2018-06-01,FP,5895917933.0
2018-07-01,FP,5212523255.0
2018-08-01,FP,5149660819.0
2018-09-01,FP,5254878568.0
2018-10-01,FP,4808451811.0
2018-11-01,FP,4800113405.0
2018-12-01,FP,4922513637.0
2019-01-01,FP,5082702658.0
2019-02-01,FP,3462229840.0
2019-03-01,FP,4939187471.0
2019-04-01,FP,4980117223.0
2019-05-01,FP,4929428473.0
2019-06-01,FP,4585853838.0
2019-07-01,FP,4887895706.0
2019-08-01,FP,4353831398.0
2019-09-01,FP,4469921243.0
2019-10-01,FP,4010588453.0
2019-11-01,FP,3930245505.0
2019-12-01,FP,4116281426.0
2020-01-01,FP,3769494434.0
2020-02-01,FP,2331103302.0
2020-03-01,FP,4856426377.0
2020-04-01,FP,4750678524.0
2020-05-01,FP,3660292487.0
2020-06-01,FP,3372634328.0
2020-07-01,FP,3642450481.0
2020-08-01,FP,3317480855.0
2020-09-01,FP,3461307440.0
2020-10-01,FP,3626580145.0
2020-11-01,FP,4067765310.0
2020-12-01,FP,4587924010.0
2021-01-01,FP,4674763190.0
2021-02-01,FP,4167122677.0
2021-03-01,FP,6317746174.0
2021-04-01,FP,7393239289.0
2021-05-01,FP,5966023279.0
2021-06-01,FP,8218237448.0
2021-07-01,FP,7490246967.0
2021-08-01,FP,7205996754.0
2021-09-01,FP,7229788656.0
2021-10-01,FP,6791948361.0
2021-11-01,FP,7498626083.0
2021-12-01,FP,8395628848.0
2022-01-01,FP,6816108787.0
2022-02-01,FP,4929841345.0
2022-03-01,FP,6681698055.0
2022-04-01,FP,7086046031.0
2022-05-01,FP,10632801201.0
2022-06-01,FP,11636051433.0
2022-07-01,FP,10687974851.0
2022-08-01,FP,9636712213.0
2022-09-01,FP,6963323080.0
2022-10-01,FP,6764033528.0
2022-11-01,FP,7353624964.0
2022-12-01,FP,7360611129.0
2023-01-01,FP,8151724611.0
2023-02-01,FP,6826024237.0
2005-01-01,Steel,6677301000.0
2005-02-01,Steel,6523296000.0
2005-03-01,Steel,8975361000.0
2005-04-01,Steel,8310301000.0
2005-05-01,Steel,7494166000.0
2005-06-01,Steel,8325809000.0
2005-07-01,Steel,8255480000.0
2005-08-01,Steel,8837943000.0
2005-09-01,Steel,9625795000.0
2005-10-01,Steel,9855330000.0
2005-11-01,Steel,10830348000.0
2005-12-01,Steel,10940364000.0
2006-01-01,Steel,7866795000.0
2006-02-01,Steel,8262021000.0
2006-03-01,Steel,10666480000.0
2006-04-01,Steel,9767339000.0
2006-05-01,Steel,8421447000.0
2006-06-01,Steel,9951093000.0
2006-07-01,Steel,9897389000.0
2006-08-01,Steel,10791798000.0
2006-09-01,Steel,11382550000.0
2006-10-01,Steel,11622249000.0
2006-11-01,Steel,14115319000.0
2006-12-01,Steel,12891463000.0
2007-01-01,Steel,9000334000.0
2007-02-01,Steel,8783971000.0
2007-03-01,Steel,11332952000.0
2007-04-01,Steel,9212824000.0
2007-05-01,Steel,7957099000.0
2007-06-01,Steel,9732035000.0
2007-07-01,Steel,9749904000.0
2007-08-01,Steel,10535703000.0
2007-09-01,Steel,11850651000.0
2007-10-01,Steel,12163896000.0
2007-11-01,Steel,13223375000.0
2007-12-01,Steel,12225336000.0
2008-01-01,Steel,9758934000.0
2008-02-01,Steel,9982674000.0
2008-03-01,Steel,11605553000.0
2008-04-01,Steel,10950192000.0
2008-05-01,Steel,10213022000.0
2008-06-01,Steel,10816100000.0
2008-07-01,Steel,12440505000.0
2008-08-01,Steel,12262295000.0
2008-09-01,Steel,13015600000.0
2008-10-01,Steel,13710010000.0
2008-11-01,Steel,12135206000.0
2008-12-01,Steel,10103557000.0
2009-01-01,Steel,7372045000.0
2009-02-01,Steel,7804532000.0
2009-03-01,Steel,9607531000.0
2009-04-01,Steel,9189479000.0
2009-05-01,Steel,7959403000.0
2009-06-01,Steel,10185604000.0
2009-07-01,Steel,11137966000.0
2009-08-01,Steel,10407050000.0
2009-09-01,Steel,11869843000.0
2009-10-01,Steel,13731591000.0
2009-11-01,Steel,13552759000.0
2009-12-01,Steel,14497915000.0
2010-01-01,Steel,11251802063.0
2010-02-01,Steel,10641073469.0
2010-03-01,Steel,13355868454.0
2010-04-01,Steel,12653144380.0
2010-05-01,Steel,13356306959.0
2010-06-01,Steel,15231222830.0
2010-07-01,Steel,14846504540.0
2010-08-01,Steel,13272821712.0
2010-09-01,Steel,15751274770.0
2010-10-01,Steel,16194523360.0
2010-11-01,Steel,16142438256.0
2010-12-01,Steel,17053623029.0
2011-01-01,Steel,12326174417.0
2011-02-01,Steel,9861587360.0
2011-03-01,Steel,14582184513.0
2011-04-01,Steel,14426391135.0
2011-05-01,Steel,13972745504.0
2011-06-01,Steel,15816218570.0
2011-07-01,Steel,16993301017.0
2011-08-01,Steel,16892065794.0
2011-09-01,Steel,16515914799.0
2011-10-01,Steel,17162529470.0
2011-11-01,Steel,16868935837.0
2011-12-01,Steel,16546914735.0
2012-01-01,Steel,12028159952.0
2012-02-01,Steel,12946578224.0
2012-03-01,Steel,16132085183.0
2012-04-01,Steel,15022402205.0
2012-05-01,Steel,16067994009.0
2012-06-01,Steel,17379079341.0
2012-07-01,Steel,16136787710.0
2012-08-01,Steel,14617114411.0
2012-09-01,Steel,15519343115.0
2012-10-01,Steel,18120966411.0
2012-11-01,Steel,19442800689.0
2012-12-01,Steel,19646081137.0
2013-01-01,Steel,15974643047.0
2013-02-01,Steel,13502814686.0
2013-03-01,Steel,16168152876.0
2013-04-01,Steel,14838613549.0
2013-05-01,Steel,13944685478.0
2013-06-01,Steel,14296951024.0
